金额,商品,支付时间,地点,商品大类,商品二级类
4.5,燕塘红枣牛奶,2017/1/9 07:39,A,饮料,乳制品
3.0,怡宝纯净水,2017/1/9 07:41,B,饮料,水
3.0,可口可乐（500ml）,2017/1/9 07:41,C,饮料,碳酸饮料
3.0,雪碧最新款,2017/1/9 07:42,B,饮料,碳酸饮料
3.0,统一绿茶,2017/1/9 07:42,D,饮料,茶饮料
3.0,怡宝纯净水,2017/1/9 07:43,B,饮料,水
3.0,印尼芝士威化饼干,2017/1/9 07:43,C,非饮料,饼干糕点
4.5,250ml燕塘甜牛奶,2017/1/9 07:48,E,饮料,乳制品
4.5,250ml燕塘甜牛奶,2017/1/9 07:57,E,饮料,乳制品
6.0,红牛,2017/1/9 08:13,D,饮料,功能饮料
3.0,怡宝纯净水,2017/1/9 08:14,B,饮料,水
2.0,怡宝纯净水,2017/1/9 08:14,C,饮料,水
1.5,小鱼仔,2017/1/9 08:17,B,非饮料,海味零食
3.5,冰糖雪梨,2017/1/9 08:17,C,饮料,果蔬饮料
6.5,100g果王咸柑桔罐装,2017/1/9 08:18,D,非饮料,蜜饯/果干
4.5,250ml燕塘甜牛奶,2017/1/9 08:20,B,饮料,乳制品
5.0,110g顺宝九制话梅,2017/1/9 08:26,D,非饮料,蜜饯/果干
1.5,40g双汇玉米热狗肠,2017/1/9 08:33,C,非饮料,肉干/豆制品/蛋
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/1/9 09:02,A,非饮料,饼干糕点
3.0,250ml维他柠檬茶,2017/1/9 09:18,E,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/9 09:22,D,非饮料,肉干/豆制品/蛋
3.6,32g卫龙亲嘴烧红烧牛肉味,2017/1/9 09:26,C,非饮料,肉干/豆制品/蛋
5.0,220g宝丰龙龟苓膏,2017/1/9 09:27,E,非饮料,果冻/龟苓膏
3.0,怡宝纯净水,2017/1/9 09:29,B,饮料,水
3.0,雪碧（500ml）,2017/1/9 09:29,D,饮料,碳酸饮料
3.5,维他原味豆奶,2017/1/9 09:32,B,饮料,植物蛋白
3.0,雪碧最新款,2017/1/9 09:32,B,饮料,碳酸饮料
4.5,40g呀土豆薯片滋香烤鸡味,2017/1/9 09:33,B,非饮料,膨化食品
3.0,果粒橙,2017/1/9 09:35,C,饮料,果蔬饮料
3.5,统一冰红茶,2017/1/9 09:36,E,饮料,茶饮料
3.0,可口可乐最新款,2017/1/9 09:46,A,饮料,碳酸饮料
3.0,怡宝纯净水,2017/1/9 09:46,B,饮料,水
4.0,250ml燕塘甜牛奶,2017/1/9 09:47,E,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/1/9 10:01,D,非饮料,肉干/豆制品/蛋
4.0,85g新麦潮北海道吐司,2017/1/9 10:05,B,非饮料,饼干糕点
3.0,250ml维他原味豆奶,2017/1/9 10:10,E,饮料,植物蛋白
2.0,85g新麦潮手撕面包（提子味）,2017/1/9 10:17,B,非饮料,饼干糕点
5.0,268ml雀巢咖啡丝滑拿铁,2017/1/9 10:19,E,饮料,咖啡
3.0,怡宝纯净水,2017/1/9 10:29,B,饮料,水
3.0,冰糖雪梨,2017/1/9 10:29,E,饮料,果蔬饮料
2.0,10g越南LIPO奶味面包干,2017/1/9 10:45,A,非饮料,饼干糕点
6.0,330ml伊利畅意乳酸菌原味,2017/1/9 11:11,A,饮料,乳制品
4.0,145ml旺仔牛奶盒装,2017/1/9 11:16,E,饮料,乳制品
4.5,250ml燕塘甜牛奶,2017/1/9 11:24,E,饮料,乳制品
6.0,268ml雀巢咖啡丝滑拿铁,2017/1/9 11:25,E,饮料,咖啡
6.5,250ml红牛,2017/1/9 11:56,C,饮料,功能饮料
7.5,雀巢咖啡,2017/1/9 11:59,A,饮料,咖啡
3.0,怡宝纯净水,2017/1/9 12:00,B,饮料,水
3.0,统一冰红茶,2017/1/9 12:00,E,饮料,茶饮料
4.0,果粒橙,2017/1/9 12:02,B,饮料,果蔬饮料
3.5,东鹏特饮,2017/1/9 12:02,E,饮料,功能饮料
5.0,王老吉（500ml）,2017/1/9 12:03,B,饮料,茶饮料
3.0,维他奶,2017/1/9 12:03,E,饮料,植物蛋白
4.0,阿萨姆奶茶,2017/1/9 12:04,A,饮料,茶饮料
5.0,阿萨姆奶茶,2017/1/9 12:04,B,饮料,茶饮料
6.0,红牛,2017/1/9 12:06,A,饮料,功能饮料
3.0,怡宝纯净水,2017/1/9 12:06,B,饮料,水
6.0,370g泰奇八宝粥,2017/1/9 12:08,A,非饮料,方便速食
4.0,果粒橙,2017/1/9 12:09,B,饮料,果蔬饮料
3.0,熊字饼,2017/1/9 12:09,E,非饮料,饼干糕点
4.0,统一冰红茶,2017/1/9 12:11,B,饮料,茶饮料
2.0,鸭翅,2017/1/9 12:11,E,非饮料,肉干/豆制品/蛋
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/9 12:14,D,非饮料,饼干糕点
4.0,果粒橙,2017/1/9 12:15,B,饮料,果蔬饮料
2.0,香脆肠,2017/1/9 12:15,E,非饮料,肉干/豆制品/蛋
4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/1/9 12:17,B,饮料,果蔬饮料
3.0,怡宝纯净水,2017/1/9 12:17,B,饮料,水
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/9 12:18,B,非饮料,饼干糕点
3.0,怡宝纯净水,2017/1/9 12:18,B,饮料,水
1.5,鸭翅,2017/1/9 12:19,A,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/1/9 12:19,D,饮料,果蔬饮料
4.0,乐虎（380ml）,2017/1/9 12:20,A,饮料,功能饮料
3.5,统一绿茶,2017/1/9 12:20,B,饮料,茶饮料
3.0,怡宝纯净水,2017/1/9 12:21,B,饮料,水
4.0,乐虎（380ml）,2017/1/9 12:21,C,饮料,功能饮料
2.5,凤爪,2017/1/9 12:23,A,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/1/9 12:23,B,饮料,水
6.0,13g无穷烤鸡小腿蜂蜜味,2017/1/9 12:27,C,非饮料,肉干/豆制品/蛋
0.8,20g咪咪虾条马来西亚风味,2017/1/9 12:29,B,非饮料,膨化食品
6.5,250ml红牛,2017/1/9 12:30,E,饮料,功能饮料
6.5,430g泰奇八宝粥,2017/1/9 12:38,D,非饮料,方便速食
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/1/9 12:46,D,非饮料,饼干糕点
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/9 12:54,B,非饮料,饼干糕点
2.5,无穷农场盐_鸡蛋,2017/1/9 13:03,D,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/1/9 13:08,A,饮料,果蔬饮料
3.5,果粒橙,2017/1/9 13:08,B,饮料,果蔬饮料
3.0,250ml维他柠檬茶,2017/1/9 13:09,D,饮料,茶饮料
0.8,咪咪虾条马来西亚风味,2017/1/9 13:16,C,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/1/9 13:21,D,饮料,植物蛋白
3.0,怡宝纯净水,2017/1/9 13:22,B,饮料,水
2.0,怡宝纯净水,2017/1/9 13:22,C,饮料,水
3.0,统一绿茶,2017/1/9 13:22,E,饮料,茶饮料
4.5,65g卫龙亲嘴豆皮,2017/1/9 13:26,C,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/1/9 13:27,A,饮料,茶饮料
3.5,70g乖媳妇野山泡椒凤爪,2017/1/9 13:28,D,非饮料,肉干/豆制品/蛋
6.5,148g富甲一方紫薯仔,2017/1/9 13:29,E,非饮料,蜜饯/果干
4.5,500ml加多宝,2017/1/9 13:30,D,饮料,茶饮料
4.5,250ml燕塘甜牛奶,2017/1/9 13:34,E,饮料,乳制品
3.5,统一冰红茶,2017/1/9 13:36,B,饮料,茶饮料
4.0,营养快线,2017/1/9 13:36,E,饮料,乳制品
3.0,250ml维他柠檬茶,2017/1/9 13:47,A,饮料,茶饮料
3.6,32g卫龙亲嘴烧红烧牛肉味,2017/1/9 13:48,C,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/1/9 13:49,B,饮料,碳酸饮料
3.0,雪碧（500ml）,2017/1/9 13:49,C,饮料,碳酸饮料
1.2,10g卫龙亲嘴烧香辣味,2017/1/9 13:58,D,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/1/9 13:59,B,饮料,碳酸饮料
4.0,脉动,2017/1/9 13:59,C,饮料,功能饮料
4.0,新麦潮天然酵母面包,2017/1/9 14:12,A,非饮料,饼干糕点
3.0,雪碧最新款,2017/1/9 14:14,B,饮料,碳酸饮料
2.0,怡宝纯净水,2017/1/9 14:14,E,饮料,水
3.0,250ml维他柠檬茶,2017/1/9 14:38,D,饮料,茶饮料
3.0,雪碧最新款,2017/1/9 14:46,B,饮料,碳酸饮料
3.5,东鹏特饮,2017/1/9 14:47,A,饮料,功能饮料
3.5,雪碧330ml,2017/1/9 14:47,B,饮料,碳酸饮料
4.5,阿萨姆奶茶,2017/1/9 14:48,B,饮料,茶饮料
4.0,阿萨姆奶茶,2017/1/9 14:48,C,饮料,茶饮料
5.0,王老吉（500ml）,2017/1/9 14:50,B,饮料,茶饮料
6.0,红牛,2017/1/9 14:50,C,饮料,功能饮料
1.5,香脆肠,2017/1/9 14:55,C,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/1/9 14:55,E,饮料,茶饮料
3.0,怡宝纯净水,2017/1/9 14:58,B,饮料,水
4.5,好吃点,2017/1/9 14:58,C,非饮料,饼干糕点
7.0,泰奇八宝粥,2017/1/9 14:59,C,非饮料,方便速食
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/1/9 15:03,A,非饮料,饼干糕点
1.6,20g咪咪虾条马来西亚风味,2017/1/9 15:13,D,非饮料,膨化食品
4.5,180ml雀巢咖啡罐装,2017/1/9 15:14,E,饮料,咖啡
2.0,145ml旺仔牛奶盒装,2017/1/9 15:16,E,饮料,乳制品
3.0,百事可乐500ml,2017/1/9 15:17,A,饮料,碳酸饮料
2.0,鸭翅,2017/1/9 15:17,B,非饮料,肉干/豆制品/蛋
3.0,40g双汇玉米热狗肠,2017/1/9 15:23,D,非饮料,肉干/豆制品/蛋
6.0,330ml伊利畅意乳酸菌原味,2017/1/9 15:24,A,饮料,乳制品
2.5,250ml统一麦香奶茶,2017/1/9 15:25,B,饮料,茶饮料
4.5,脉动,2017/1/9 15:30,A,饮料,功能饮料
4.5,阿萨姆奶茶,2017/1/9 15:30,B,饮料,茶饮料
4.5,50g上好佳日式鱼果,2017/1/9 15:31,C,非饮料,膨化食品
1.5,香脆肠,2017/1/9 15:32,A,非饮料,肉干/豆制品/蛋
1.0,康师傅矿泉水,2017/1/9 15:32,C,饮料,水
4.0,营养快线,2017/1/9 15:32,D,饮料,乳制品
6.0,86g合味道海鲜风味,2017/1/9 15:33,D,非饮料,方便速食
1.5,40g双汇玉米热狗肠,2017/1/9 15:38,A,非饮料,肉干/豆制品/蛋
2.5,145ml旺仔牛奶盒装,2017/1/9 15:39,C,饮料,乳制品
5.5,103g康师傅红烧牛肉面,2017/1/9 15:44,D,非饮料,方便速食
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/9 15:46,B,非饮料,饼干糕点
2.0,85g新麦潮北海道吐司,2017/1/9 15:54,B,非饮料,饼干糕点
5.8,205ml安慕希蓝莓味,2017/1/9 15:55,D,饮料,乳制品
4.5,40g呀土豆薯片滋香烤鸡味,2017/1/9 16:01,B,非饮料,膨化食品
1.6,20g咪咪虾条马来西亚风味,2017/1/9 16:13,E,非饮料,膨化食品
1.5,40g双汇玉米热狗肠,2017/1/9 16:22,A,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/1/9 16:25,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他奶巧克力味,2017/1/9 16:27,E,饮料,植物蛋白
3.0,250ml维他原味豆奶,2017/1/9 16:37,E,饮料,植物蛋白
5.5,268ml雀巢咖啡丝滑拿铁,2017/1/9 16:38,A,饮料,咖啡
1.5,鸭翅,2017/1/9 16:38,A,非饮料,肉干/豆制品/蛋
1.5,12g劲仔小鱼卤香味,2017/1/9 16:39,A,非饮料,肉干/豆制品/蛋
4.5,40g呀土豆番茄酱味,2017/1/9 16:42,B,非饮料,膨化食品
3.0,卫龙大面筋,2017/1/9 16:52,D,非饮料,肉干/豆制品/蛋
3.0,可口可乐330ml,2017/1/9 16:52,E,饮料,碳酸饮料
5.5,145g果王迷你山楂包装,2017/1/9 17:11,C,非饮料,蜜饯/果干
8.0,160g盼盼手撕面包,2017/1/9 17:15,E,非饮料,饼干糕点
3.5,东鹏特饮,2017/1/9 17:16,A,饮料,功能饮料
4.0,银鹭八宝粥,2017/1/9 17:16,B,饮料,方便速食
4.0,阿萨姆奶茶,2017/1/9 17:16,E,饮料,茶饮料
6.0,86g合味道海鲜风味,2017/1/9 17:17,A,非饮料,方便速食
4.5,250ML东鹏特饮,2017/1/9 17:18,A,饮料,功能饮料
3.0,250ml维他柠檬茶,2017/1/9 17:25,E,饮料,茶饮料
3.0,伊利纯牛奶,2017/1/9 17:26,A,饮料,乳制品
4.0,熊字饼,2017/1/9 17:26,B,非饮料,饼干糕点
4.5,燕塘原味酸奶,2017/1/9 17:27,C,饮料,乳制品
4.0,20g咪咪虾条马来西亚风味,2017/1/9 17:30,D,非饮料,膨化食品
4.0,银鹭八宝粥,2017/1/9 17:34,A,饮料,方便速食
4.0,营养快线,2017/1/9 17:34,C,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/1/9 17:35,C,非饮料,肉干/豆制品/蛋
3.0,40g双汇玉米热狗肠,2017/1/9 17:36,A,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/1/9 17:40,A,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/9 17:40,C,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/1/9 17:40,C,饮料,乳制品
4.5,营养快线,2017/1/9 17:41,B,饮料,乳制品
3.0,熊字饼,2017/1/9 17:41,C,非饮料,饼干糕点
4.0,营养快线,2017/1/9 17:41,E,饮料,乳制品
3.5,东鹏特饮,2017/1/9 17:45,D,饮料,功能饮料
7.0,泰奇八宝粥,2017/1/9 17:45,D,非饮料,方便速食
3.0,熊字饼,2017/1/9 17:46,B,非饮料,饼干糕点
2.0,怡宝纯净水,2017/1/9 17:46,C,饮料,水
6.0,红牛,2017/1/9 17:46,D,饮料,功能饮料
25.0,芙蓉王,2017/1/9 17:47,C,非饮料,香烟
2.5,伊利优酸乳,2017/1/9 17:47,D,饮料,乳制品
4.0,营养快线,2017/1/9 17:48,C,饮料,乳制品
4.0,脉动,2017/1/9 17:48,D,饮料,功能饮料
3.5,维他奶黑豆奶饮品,2017/1/9 17:52,A,饮料,植物蛋白
7.0,泰奇八宝粥,2017/1/9 17:53,C,非饮料,方便速食
1.5,40g双汇玉米热狗肠,2017/1/9 17:55,A,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/1/9 18:05,A,饮料,茶饮料
4.0,脉动,2017/1/9 18:05,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/1/9 18:13,A,饮料,茶饮料
3.5,250ml燕塘甜牛奶,2017/1/9 18:13,D,饮料,乳制品
3.0,统一冰红茶,2017/1/9 18:13,D,饮料,茶饮料
1.6,20g咪咪虾条马来西亚风味,2017/1/9 18:15,E,非饮料,膨化食品
10.0,37.5g费列罗榛果威化巧克力3颗,2017/1/9 18:17,C,非饮料,糖果/巧克力
1.5,40g双汇玉米热狗肠,2017/1/9 18:19,D,非饮料,肉干/豆制品/蛋
3.5,250ml维他奶巧克力味,2017/1/9 18:25,E,饮料,植物蛋白
6.5,250ml红牛,2017/1/9 18:28,E,饮料,功能饮料
5.5,70g乐事薯片（黄瓜味）,2017/1/9 18:32,B,非饮料,膨化食品
2.0,怡宝纯净水,2017/1/9 18:34,D,饮料,水
4.0,250ml燕塘甜牛奶,2017/1/9 18:36,C,饮料,乳制品
4.0,银鹭八宝粥,2017/1/9 18:39,D,饮料,方便速食
2.0,怡宝纯净水,2017/1/9 18:39,E,饮料,水
3.5,东鹏特饮,2017/1/9 18:51,C,饮料,功能饮料
3.0,果粒橙,2017/1/9 18:51,D,饮料,果蔬饮料
2.0,145ml旺仔牛奶盒装,2017/1/9 18:59,E,饮料,乳制品
4.5,250ml燕塘甜牛奶,2017/1/9 19:03,E,饮料,乳制品
3.0,40g双汇玉米热狗肠,2017/1/9 19:04,A,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/1/9 20:51,B,饮料,水
3.0,雪碧（500ml）,2017/1/9 20:51,E,饮料,碳酸饮料
2.5,30g元朗小蛋卷,2017/1/9 20:52,C,非饮料,饼干糕点
3.0,雪碧（500ml）,2017/1/9 20:56,A,饮料,碳酸饮料
3.0,雪碧最新款,2017/1/9 20:56,B,饮料,碳酸饮料
3.0,怡宝纯净水,2017/1/9 20:57,B,饮料,水
10.0,口味王槟榔（绿）,2017/1/9 20:57,E,非饮料,蜜饯/果干
1.5,劲仔小鱼（麻辣味）,2017/1/9 20:58,C,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/1/9 20:59,A,饮料,果蔬饮料
1.0,小鱼仔,2017/1/9 20:59,A,非饮料,海味零食
2.0,鸭翅,2017/1/9 20:59,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/1/9 21:00,B,饮料,水
4.0,阿萨姆奶茶,2017/1/9 21:00,C,饮料,茶饮料
3.5,东鹏特饮,2017/1/9 21:01,E,饮料,功能饮料
2.0,凤爪,2017/1/9 21:02,E,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/1/9 21:03,B,饮料,水
4.0,果粒橙,2017/1/9 21:04,B,饮料,果蔬饮料
4.0,营养快线,2017/1/9 21:04,E,饮料,乳制品
7.0,泰奇八宝粥,2017/1/9 21:06,C,非饮料,方便速食
4.5,500ml加多宝,2017/1/9 21:07,D,饮料,茶饮料
25.0,芙蓉王,2017/1/9 21:08,A,非饮料,香烟
5.0,王老吉（500ml）,2017/1/9 21:08,B,饮料,茶饮料
3.0,熊字饼,2017/1/9 21:08,D,非饮料,饼干糕点
1.0,咪咪,2017/1/9 21:08,E,非饮料,膨化食品
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/9 21:09,D,非饮料,饼干糕点
4.5,阿萨姆奶茶,2017/1/9 21:10,B,饮料,茶饮料
3.0,统一冰红茶,2017/1/9 21:10,E,饮料,茶饮料
1.6,2g韩国海牌海苔,2017/1/9 21:11,D,非饮料,海味零食
4.5,阿萨姆奶茶,2017/1/9 21:12,B,饮料,茶饮料
3.5,东鹏特饮,2017/1/9 21:12,D,饮料,功能饮料
3.5,可乐可乐,2017/1/9 21:12,E,饮料,碳酸饮料
3.0,熊字饼,2017/1/9 21:12,E,非饮料,饼干糕点
2.0,怡宝纯净水,2017/1/9 21:13,A,饮料,水
4.5,阿萨姆奶茶,2017/1/9 21:13,B,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/1/9 21:13,C,饮料,植物蛋白
1.0,香豆干,2017/1/9 21:13,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/1/9 21:14,B,饮料,水
2.0,怡宝纯净水,2017/1/9 21:14,C,饮料,水
3.0,怡宝纯净水,2017/1/9 21:16,B,饮料,水
3.0,雪碧（500ml）,2017/1/9 21:16,C,饮料,碳酸饮料
3.0,250ml维他奶低糖原味,2017/1/9 21:17,E,饮料,植物蛋白
3.0,怡宝纯净水,2017/1/9 21:18,B,饮料,水
2.0,怡宝纯净水,2017/1/9 21:18,E,饮料,水
3.0,85g新麦潮北海道吐司,2017/1/9 21:20,B,非饮料,饼干糕点
4.5,脉动,2017/1/9 21:22,C,饮料,功能饮料
12.5,100g*5瓶益力多,2017/1/9 21:22,E,饮料,乳制品
4.0,阿萨姆奶茶,2017/1/9 21:22,E,饮料,茶饮料
3.2,20g马来西亚风味咪咪蟹味粒0219,2017/1/9 21:23,D,非饮料,膨化食品
4.5,78g卫龙亲嘴语辣条,2017/1/9 21:24,D,非饮料,肉干/豆制品/蛋
5.0,500ml统一阿萨姆奶茶,2017/1/9 21:25,C,饮料,茶饮料
2.0,怡宝纯净水,2017/1/9 21:27,A,饮料,水
3.0,怡宝纯净水,2017/1/9 21:27,B,饮料,水
1.6,2g韩国海牌海苔,2017/1/9 21:28,D,非饮料,海味零食
4.0,脉动,2017/1/9 21:29,A,饮料,功能饮料
3.0,怡宝纯净水,2017/1/9 21:29,B,饮料,水
3.0,可口可乐最新款,2017/1/9 21:31,A,饮料,碳酸饮料
3.0,怡宝纯净水,2017/1/9 21:31,B,饮料,水
1.5,40g双汇玉米热狗肠,2017/1/9 21:36,B,非饮料,肉干/豆制品/蛋
3.5,冰糖雪梨,2017/1/9 21:37,A,饮料,果蔬饮料
1.5,香豆干,2017/1/9 21:37,B,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/1/9 21:39,A,饮料,碳酸饮料
4.5,脉动,2017/1/9 21:39,C,饮料,功能饮料
4.0,阿萨姆奶茶,2017/1/9 21:46,A,饮料,茶饮料
7.0,150g洽洽原香瓜子,2017/1/9 21:51,D,非饮料,坚果炒货
2.0,5片装益达绿箭口香糖,2017/1/9 21:52,D,非饮料,糖果/巧克力
2.5,30g无穷农场盐_鸡蛋,2017/1/9 21:53,A,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/1/9 21:54,E,饮料,乳制品
6.0,86g合味道海鲜风味,2017/1/9 21:55,D,非饮料,方便速食
4.5,250ml燕塘甜牛奶,2017/1/9 21:56,E,饮料,乳制品
4.0,阿萨姆奶茶,2017/1/9 21:59,B,饮料,茶饮料
3.0,统一冰红茶,2017/1/9 21:59,E,饮料,茶饮料
4.5,50g上好佳田园薯片番茄味,2017/1/9 22:06,A,非饮料,膨化食品
0.8,20g咪咪虾条马来西亚风味,2017/1/9 22:07,E,非饮料,膨化食品
6.0,160g盼盼手撕面包,2017/1/9 22:11,E,非饮料,饼干糕点
4.5,600ml脉动青柠,2017/1/9 22:13,A,饮料,功能饮料
1.6,2g韩国海牌海苔,2017/1/9 22:16,E,非饮料,海味零食
6.0,268ml雀巢咖啡丝滑拿铁,2017/1/9 22:20,E,饮料,咖啡
7.5,225g味之不规则饼干芝士味,2017/1/9 22:34,E,非饮料,饼干糕点
4.0,美汁源果粒橙,2017/1/9 22:35,B,饮料,果蔬饮料
3.0,统一冰红茶,2017/1/9 22:42,E,饮料,茶饮料
3.5,250ml燕塘甜牛奶,2017/1/9 23:12,E,饮料,乳制品
2.0,怡宝纯净水,2017/1/9 23:12,E,饮料,水
3.0,百事可乐500ml,2017/1/9 23:13,A,饮料,碳酸饮料
3.0,85g新麦潮手撕面包（提子味）,2017/1/9 23:26,C,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/1/9 23:33,A,饮料,茶饮料
3.5,伊利优酸乳,2017/1/9 23:33,B,饮料,乳制品
1.5,劲仔小鱼（麻辣味）,2017/1/9 23:36,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/1/9 23:37,A,饮料,茶饮料
5.0,营养快线,2017/1/9 23:37,B,饮料,乳制品
6.0,红牛,2017/1/9 23:37,C,饮料,功能饮料
3.0,可口可乐最新款,2017/1/9 23:45,B,饮料,碳酸饮料
3.0,怡宝纯净水,2017/1/9 23:53,B,饮料,水
4.0,阿萨姆奶茶,2017/1/9 23:53,E,饮料,茶饮料
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/1/9 23:54,B,非饮料,饼干糕点
4.0,果粒橙,2017/1/9 23:55,B,饮料,果蔬饮料
3.5,85g新麦潮手撕面包（提子味）,2017/1/9 23:55,E,非饮料,饼干糕点
4.5,脉动,2017/1/9 23:55,E,饮料,功能饮料
5.0,脉动,2017/1/9 23:56,C,饮料,功能饮料
2.0,怡宝纯净水,2017/1/9 23:56,E,饮料,水
3.0,250ml维他原味豆奶,2017/1/9 23:57,C,饮料,植物蛋白
3.5,250ml燕塘甜牛奶,2017/1/9 23:58,E,饮料,乳制品
6.5,148g富甲一方紫薯仔,2017/1/10 00:06,E,非饮料,蜜饯/果干
1.5,钙芝奶酪味高钙威化饼干,2017/1/10 00:09,A,非饮料,饼干糕点
5.5,268ml雀巢咖啡丝滑拿铁,2017/1/10 00:14,D,饮料,咖啡
4.0,脉动,2017/1/10 00:15,A,饮料,功能饮料
3.0,伊利纯牛奶,2017/1/10 00:15,D,饮料,乳制品
1.0,好吃点小饼干,2017/1/10 00:16,C,非饮料,饼干糕点
3.0,果粒橙,2017/1/10 00:16,D,饮料,果蔬饮料
3.5,东鹏特饮,2017/1/10 00:16,E,饮料,功能饮料
2.5,145ml旺仔牛奶盒装,2017/1/10 00:17,E,饮料,乳制品
6.5,250ml红牛,2017/1/10 00:21,E,饮料,功能饮料
15.0,口味王槟榔（红）,2017/1/10 00:22,A,非饮料,蜜饯/果干
3.0,怡宝纯净水,2017/1/10 00:22,B,饮料,水
3.2,20g马来西亚风味咪咪蟹味粒0219,2017/1/10 00:25,C,非饮料,膨化食品
6.0,268ml雀巢咖啡丝滑拿铁,2017/1/10 00:26,E,饮料,咖啡
3.0,250ml维他原味豆奶,2017/1/10 00:30,D,饮料,植物蛋白
3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/10 00:33,B,非饮料,饼干糕点
4.5,250ml燕塘甜牛奶,2017/1/10 00:34,A,饮料,乳制品
2.0,怡宝纯净水,2017/1/10 00:37,B,饮料,水
4.0,银鹭八宝粥,2017/1/10 00:37,E,饮料,方便速食
2.0,怡宝纯净水,2017/1/10 00:39,B,饮料,水
3.0,250ml维他奶巧克力味,2017/1/10 00:45,B,饮料,植物蛋白
3.0,怡宝纯净水,2017/1/10 00:45,B,饮料,水
4.0,55g奥利奥原味芝士饼干,2017/1/10 00:52,D,非饮料,饼干糕点
3.0,怡宝纯净水,2017/1/10 00:54,B,饮料,水
3.5,冰糖雪梨,2017/1/10 01:05,E,饮料,果蔬饮料
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/10 01:10,A,非饮料,饼干糕点
6.0,86g合味道浓猪骨味,2017/1/10 01:23,C,非饮料,方便速食
4.5,250ml燕塘原味酸奶,2017/1/10 01:28,C,饮料,乳制品
4.5,40g双汇玉米热狗肠,2017/1/10 02:30,A,非饮料,肉干/豆制品/蛋
2.5,30g元朗小蛋卷,2017/1/10 02:42,A,非饮料,饼干糕点
6.5,430g泰奇八宝粥,2017/1/10 03:46,A,非饮料,方便速食
2.5,30g无穷农场盐_鸡蛋,2017/1/10 04:17,A,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/1/10 04:32,A,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/1/10 04:34,B,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/1/10 04:34,B,饮料,水
3.5,东鹏特饮,2017/1/10 05:15,B,饮料,功能饮料
3.0,雪碧最新款,2017/1/10 05:15,D,饮料,碳酸饮料
3.0,芬达330ml,2017/1/10 05:32,B,饮料,碳酸饮料
4.0,王老吉（罐）,2017/1/10 05:32,D,饮料,茶饮料
1.6,20g咪咪虾条马来西亚风味,2017/1/10 05:40,C,非饮料,膨化食品
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/10 05:42,A,非饮料,饼干糕点
4.5,250ml燕塘红枣牛奶,2017/1/10 05:53,E,饮料,乳制品
1.5,45g双汇泡面拍挡,2017/1/10 05:54,C,非饮料,肉干/豆制品/蛋
